,date,v0,kappa,theta,zeta,rho
0,2023-04-11,0.05456092699856519,0.08214256639236008,1.2,0.025708502339086493,-0.6175638448474838
0,2023-04-12,0.019355743670373467,9.374991001799717,1.1995429229346724,0.2594035306369822,-0.9955458876451352
0,2023-04-13,0.001000000000013108,9.99999999999995,0.5990751494020541,0.10359638395194484,-0.9999999999999739
0,2023-04-14,0.20660781093488642,1.9929848088479711,1.1999999905584198,3.9542101281717805,-0.998092867209903
0,2023-04-17,0.9018309935978347,1.4429706154165705,1.199999999999884,3.9999999999999916,-0.9930370214450427
0,2023-04-18,0.0011804162253479789,0.0011915370931295864,0.0010849892273385846,3.998326445874058,0.7939452448198777
0,2023-04-19,0.00980165601102628,0.0010018211348563951,1.1997465242840522,3.999998114331982,0.9994305132456788
0,2023-04-20,0.0016790409267620375,0.0010000022659072266,0.14529645642524228,3.9497438149798243,-0.9999999967431444
0,2023-04-21,0.009982596540866171,9.998185673677481,0.001,4.0,1.0
0,2023-04-24,0.004912603164265266,4.111811948164843,0.16352731405849127,2.620706474240656,-0.9995625125214028
0,2023-04-25,0.0010000066048000964,0.5492151718208195,0.04807330347528605,2.3821166276721466,-0.9997745522285766
0,2023-04-26,0.3330333749107115,8.897979796902309,0.6852613629555312,2.283888623323443,-0.9972377661828352
0,2023-04-27,0.0012406517529270273,0.9155745421174459,1.1973362499082023,3.99852799068262,-0.9991257402102058
0,2023-04-28,0.5631934828562003,0.5686462224519152,0.10790574358176842,3.06697510928025,-0.47506157586635034
0,2023-05-01,0.4872876590868915,0.8260551430966191,0.23518809375615124,2.5741464055029737,0.4121271202462562
0,2023-05-02,0.310750911908687,9.335742784735636,0.46613344896021336,2.536412208905699,-0.9494899637875895
0,2023-05-03,0.2136953374831835,5.769722060646734,0.32285771243339867,2.4924139011282667,-0.9520371144545836
0,2023-05-04,0.8634363160604627,6.602237836605562,0.42317553706245903,2.4434818293432783,-0.09903997996726029
0,2023-05-05,0.04016580916162826,1.0604454738392524,0.5346188451529367,0.010001719510051174,0.9999999616885424
0,2023-05-08,0.8863611252547396,9.025250211100428,0.04482554658373803,2.111593314671559,1.0
0,2023-05-09,0.0010000000004036554,2.832491174730062,0.10698496689623559,0.0100000000014564,-1.0
0,2023-05-10,0.2924223848066334,3.5268823465082604,0.11650289356477057,3.9999999999999867,-0.8546107804394019
0,2023-05-11,0.045724959239640095,9.998905282381621,0.667717693169296,0.024272470696666465,-0.9952912438608769
0,2023-05-12,0.001028886703142945,4.28345060117096,1.182210433765291,3.9083480998180433,0.9999816229211741
0,2023-05-15,0.0010000000001481046,9.73700017808683,0.0010000000000000009,1.7698880835381157,-0.9999999999969645
0,2023-05-16,0.09641672559680166,3.238904363143448,0.09684313530662064,3.4163024561426996,-0.890820211829066
0,2023-05-17,0.05107761104816625,0.5265427640780739,0.2111807052894731,2.0421119096773985,-0.7131398750457907
0,2023-05-18,0.44609909898590344,2.616167951731606,0.1609396796348605,3.733879392921219,-0.7571198302184506
0,2023-05-19,0.15374490405279828,4.386321374070231,0.08205003583021855,3.0607979076022143,-0.24985253447714445
0,2023-05-22,1.0235760300174126,8.03234472603628,0.10807358130831272,2.587742806029557,0.7885984516283082
0,2023-05-23,0.0672930115679668,0.0010000000000000009,1.2,0.018337861467086936,-1.0
0,2023-05-24,0.0010000000000004597,3.065909029078294,1.0149718190882913,0.029874289555061172,-1.0
0,2023-05-25,0.6985407664181104,0.20757587151544485,0.9189508009697807,2.4102633120740555,-0.2612518930637009
0,2023-05-26,0.05672054995847497,0.006486865141887923,1.1261492104704212,2.563942455705903,0.9148818420235607
0,2023-05-30,0.3741506740275288,9.757934620963958,0.7640587909240272,3.7385942417823967,-0.2286174753330643
0,2023-05-31,0.06829188140722595,5.5192857801838295,0.33970213212347616,3.7536662380682184,-0.9975992821500407
0,2023-06-01,0.04050497315231145,9.33371670979748,0.7103286677939017,3.875701269618453,-0.9884749212783217
0,2023-06-02,0.8627469300307947,2.3099403230848994,0.6510336025873019,1.2121477647428454,0.6544202525014482
