,date,v0,kappa,theta,zeta,rho
0,2023-04-11,0.8236698478535399,9.999770703646798,0.0012691661684194892,0.022756095404236492,0.999624589680061
0,2023-04-12,0.0660953433872673,2.017097910069273,0.02329601056829592,1.2621481267331047,-1.0
0,2023-04-13,0.9046308774377985,0.001725070013162014,1.196171504896915,0.010000000016631224,0.9999999999987759
0,2023-04-14,1.2,2.497097223974422,1.2,4.0,-0.999999993079095
0,2023-04-17,0.0010000000000014997,10.0,0.6881170970286125,0.9304403094465841,-0.9999999999999978
0,2023-04-18,0.001000000446444993,0.3311067313575007,0.29579311142417364,0.01000000044952043,-0.9999999999723127
0,2023-04-19,1.1928019895572748,9.873559779034265,0.0021341851546700452,3.9983755413675093,-1.0
0,2023-04-20,0.001000000324582473,0.0010000006598254174,0.6688865440283677,3.9999999997168323,0.9999999998343855
0,2023-04-21,1.1541641821069215,0.008298292213037897,1.0819220170976962,3.944433719473825,0.9993021037125811
0,2023-04-24,0.0010000000000000009,9.933934003355944,1.2,0.8216975143003298,-1.0
0,2023-04-25,0.0010000000000340045,1.615956590311377,0.11233652387567566,3.9999999999996274,-0.9993985986823964
0,2023-04-26,0.001,9.999999980481634,0.3517644968756337,2.584058600263521,-0.9998774793253835
0,2023-04-27,0.001375595959437339,4.62000119314821,0.9122308245578152,3.7220248295420375,-0.9999999983482625
0,2023-04-28,0.013200582659797622,1.2685450506406988,1.1865235836885089,0.05011332065184204,-0.9998067643059805
0,2023-05-01,0.0010000011609329063,9.999999998733392,0.4603128695306964,0.6215616009839282,-0.9999999987003556
0,2023-05-02,0.001,0.001000000000000334,1.2,0.009999999999999787,-1.0
0,2023-05-03,0.0010000000194679086,0.6929668123388599,0.34509678080013356,0.0100000000060394,-0.9999999994817017
0,2023-05-04,0.07338569246120223,9.078585065073474,0.7059692189426175,1.4852004917256014,-0.5157202554430939
0,2023-05-05,0.7337315519246133,0.010854009878059121,0.8513978513514096,3.9998967315130307,-0.9999869585986265
0,2023-05-08,1.0821776938511425,5.16172172995075,0.0010000000000000009,4.0,-1.0
0,2023-05-09,0.0010000000000080205,0.001000000000000334,0.9442336356496428,0.010000000000000009,-1.0
0,2023-05-10,0.001000015945003879,0.001036727203082883,0.11797871507835521,3.9882062917790444,0.9817332680501106
0,2023-05-11,0.0010000000066882064,2.864067408250852,0.15971378553404642,0.01000000000575163,-0.9999999999939266
0,2023-05-12,0.0034213006254536506,4.27013158155926,1.1815083150544434,3.9147458852428545,0.999883783274368
0,2023-05-15,0.18287091643813722,8.286980514548535,0.7954772562428276,3.0626672788367104,-0.9553129747776733
0,2023-05-16,0.9921289230112879,0.00332395551229947,0.32551733301086255,0.011146062223748476,-0.9999999982313201
0,2023-05-17,0.6669782100831287,9.121432389416867,0.0009999999999998899,4.0,-1.0
0,2023-05-18,0.0009999999999998899,10.0,0.051924227825422234,0.024679952558106063,-0.9999999999842277
