,date,v0,kappa,theta,zeta,rho
0,2023-04-11,1.1704843252754078,0.025233745031532702,1.2,0.010000000000730608,-0.9762285706687847
0,2023-04-12,0.4054418502534168,0.8716302601633933,0.2865220651657435,1.8172998999487644,-0.8006382701021175
0,2023-04-13,0.41615418564106527,9.999765980125925,0.4973530677682601,0.010000302558176008,-0.9998939664879636
0,2023-04-14,0.0010017519946667454,0.9165084145178988,1.1999927224487899,3.9999926717887506,-0.998273140624866
0,2023-04-17,1.199999446244387,3.4433038195454846,0.0013854102304705223,3.9465366147595904,-0.7522989462285893
0,2023-04-18,0.5062790431580826,2.2617828265679925,1.1313923132190344,2.9578963065407926,-0.8621757884409198
0,2023-04-19,0.4117447653545747,7.218340438672184,0.11545419315477845,2.333178669813305,-0.9993140080794907
0,2023-04-20,0.01299000000202502,3.2580382332114493,1.199312027671999,0.026881056569355754,-1.0
0,2023-04-21,0.37833952534623283,2.3643138865275923,0.8002385215715365,2.1595111266323137,0.8504785614631103
0,2023-04-24,0.0010000000000000009,10.0,1.2,0.009999999999999787,-1.0
0,2023-04-25,0.0010000000027038866,9.988780260982013,0.5526974493714898,0.012084455764893927,-0.9958170998683599
0,2023-04-26,0.033411159691530586,3.1661644579403205,0.29598839379841346,3.3972027600714,0.9999360191086646
0,2023-04-27,0.12998785970722804,5.455777427331683,0.0803207847291959,2.333049223261826,0.6956582519502452
0,2023-04-28,1.0609666308292867,0.01709545578682655,0.3321319272254159,3.365214537497944,0.879236108955187
0,2023-05-01,0.001,1.9413391488961114,0.23993096891141383,0.010000000000000009,-1.0
0,2023-05-02,0.4580107055506486,6.524428328082764,0.9364092978971409,1.8353960724938025,-0.7146876693251571
0,2023-05-03,0.055860691349789646,0.16488489509333076,0.2570762517278876,1.6213261950694207,-0.7585499101295434
0,2023-05-04,0.0010024088499116202,8.285311660955996,0.25630214865136575,3.9999973381388854,0.9986435424093603
0,2023-05-05,0.0010457008530375133,4.375201779516239,1.1999999788322777,0.011072807616799664,0.9946933719290332
0,2023-05-08,1.192229136071097,0.17697101436514398,1.1999352904279397,0.068008084476716,-0.9619431009107186
0,2023-05-09,1.10336777666924,1.379291739803396,0.7718944743910603,3.948127634793531,-0.9061901765313128
0,2023-05-10,0.001,0.14728118759452913,1.1933345875344816,0.015035718390594699,-1.0
0,2023-05-11,0.00963591475214998,0.009899474201530057,0.1368717533960441,0.7090097918608137,0.9828600844282944
0,2023-05-12,0.21580376468728482,3.3920333238007596,0.6796970316098866,2.019271673352652,0.9232447885130236
0,2023-05-15,0.0010000008985754983,6.892633959723225,0.8000883246570868,0.5777196400446932,-0.9999999981811343
0,2023-05-16,0.0126805012287282,1.1183561740448762,0.13722985048944514,3.9999999999999876,-0.9990331609046715
0,2023-05-17,0.5024112977405626,7.0785392413059025,0.05162881645122981,2.8195286908032906,-0.9999999999999977
0,2023-05-18,1.1999963522518828,0.0018284959222298666,0.3972018047048449,3.9917948372126375,-0.9915815644544006
0,2023-05-19,0.873398806076575,3.645199936018604,1.1999999999938444,3.9812505594668677,-0.9999709330418121
0,2023-05-22,1.1398204073369416,0.001385849379904592,1.1999999999994286,0.010013416982882897,-0.9991328950570567
0,2023-05-23,0.8339257673863604,6.389196630534846,0.03434328462611249,3.183202655784453,0.49779067169876423
0,2023-05-24,0.001,5.415455962392522,1.2,2.3542267470874627,-1.0
0,2023-05-25,0.0010000000277107202,0.0013456699532929692,0.11365125213509786,0.011469992915873738,-0.997546031651321
0,2023-05-26,0.00592130067606124,6.023238009228936,1.1704690854382196,0.05897868127095624,0.9954250991474664
0,2023-05-30,0.5934345659891708,7.618777156885778,0.8685285983133001,2.429455567917986,0.28425995141479965
0,2023-05-31,0.0877268672775518,0.1348689266481503,0.18084192771225896,0.7629978775120587,-0.9999988341161997
0,2023-06-01,0.05471675041150596,4.968075220424532,0.148529285249515,3.9999999999518208,0.9999999999998859
0,2023-06-02,1.1951572891859201,2.2562035263998097,1.1998922128181553,0.010000000811747069,0.9938025706167118
0,2023-06-05,0.14707243658118938,2.003724679931533,0.3878464461648648,3.856580621813427,-0.44531693143021267
0,2023-06-06,0.0015774897441962032,9.987728490464383,0.3627703682194953,0.40605523331695853,-0.997416410794567
0,2023-06-07,0.6803554811051221,1.162702100770463,1.1999241159876728,3.4517707375256346,-0.9985441571882309
0,2023-06-08,0.11353664614841934,7.651404741607849,0.3341234514632563,0.1027452603785846,-0.686909801203821
