,date,v0,kappa,theta,zeta,rho
0,2023-04-11,0.9211374173438837,0.0027903224465449785,1.2,0.01,-1.0
0,2023-04-12,0.0010000000000000009,10.0,1.1997105322625925,0.010000125838448937,-0.9996398909304991
0,2023-04-13,0.0034113764770630967,0.776480954271965,0.1517378169835561,1.0584267883973024,-0.995006343844003
0,2023-04-14,0.051592927587120266,3.5731968534573646,0.04145769177433689,2.2575744520465113,-0.4892156866495854
0,2023-04-17,1.1997480001525136,4.001408251157382,0.48419998308797085,2.698889958090225,-0.9965640513678632
0,2023-04-18,0.2887844922504119,9.655668644245486,0.8425640445689114,0.18561598995529796,0.15952393845727372
0,2023-04-19,0.9966199607186194,0.013772267241051146,0.002149492190426306,3.1283746210524592,-0.9457041609980752
0,2023-04-20,0.0011759383313533608,1.4401491938506576,1.1998961575530118,3.629699911782701,-0.9998244409874267
0,2023-04-21,0.25002560637882576,5.04910011462881,0.7781633044458882,1.246480023737747,0.9761991152588045
0,2023-04-24,0.6017155319909315,6.051270508697751,1.0598783176641946,0.2597805881654155,-0.3941525295637777
0,2023-04-25,1.2,9.980894920175361,0.0009999999999998899,3.180425148613332,-0.9713592178518458
0,2023-04-26,1.1999999999999997,9.15975149793508,0.0029905215996322886,3.971242860508121,0.9999999987506937
0,2023-04-27,0.0010000000019679822,0.2380929313953284,0.5614268961975757,0.010000000004312781,0.999999999997613
0,2023-04-28,0.027609444333109103,0.43487604896834636,0.12368321990579971,0.1548258067612391,0.9869305495648476
0,2023-05-01,0.0010000000000043158,3.1288160068720745,0.23038455488974743,0.042709364302833806,-0.999021102348159
0,2023-05-02,0.003184579908366299,1.4729066921496061,1.199659077714766,0.015450063803465938,-0.990283637665274
0,2023-05-03,0.0010000000000000009,0.9930302039145813,1.1999999999993007,0.010000000000000009,-1.0
0,2023-05-04,0.0077583021785204345,0.2937649363960024,1.0905887693101428,3.450475952658997,-0.9962150474007992
0,2023-05-05,0.0019555514460074187,4.196520456139413,0.32464967923289995,0.09663582883026312,0.9998304135489277
0,2023-05-08,0.9118207457264945,0.0022149715451112253,1.2,0.01,-0.4729980489644847
0,2023-05-09,0.0073522347245338635,0.7303238409681179,0.26300777008531595,3.9977889032722507,-0.9948262656029466
0,2023-05-10,0.001,9.999999999873394,1.2,0.2524639742686188,-1.0
0,2023-05-11,0.010839095876423963,0.13527256473451496,0.07827352154643387,3.9875570103043105,-0.9995967594759766
0,2023-05-12,0.2771633930397306,5.883325024218192,1.191364766640301,3.99997832014359,0.9999899589976822
0,2023-05-15,0.0021713665024758765,6.102566603020662,0.9071624876216248,0.1600345952980081,-0.9999992139768885
0,2023-05-16,0.8934408057093417,2.1571843550655903,0.5263190934603039,2.55890880409251,-0.9918458146741052
0,2023-05-17,0.00100000013797751,9.999999991478145,0.9225763704215652,0.010006515149950565,0.09395465467900663
0,2023-05-18,0.04269352687567672,9.999998475699694,0.8495526050903818,3.8713043035473196,0.9999880337992442
0,2023-05-19,0.8285214737776305,9.12088530558788,0.0015831728399237502,4.0,1.0
0,2023-05-22,0.6941270253510616,0.8045593640896311,0.07506873129435772,3.192472889128752,-0.2971177138641258
0,2023-05-23,0.0010000000000000009,5.458511499592612,0.3043492881293075,0.07269193384511369,-1.0
0,2023-05-24,0.0010000000001922863,0.0010000000061917288,0.38978485725328715,3.9882869929132108,-0.998350649841671
0,2023-05-25,1.2,5.86965237414114,0.024519139155535778,3.9999999999999907,-0.9999999999999996
0,2023-05-26,0.11522893477568606,9.382134809958675,0.39640632094682227,1.0045216563872064,-0.9770971440049023
0,2023-05-30,0.5916934637820389,1.1210360271556947,0.9200030275094727,1.244075225585433,0.33088233705443426
0,2023-05-31,0.6757462251159116,4.458031626808613,0.9599654915732099,2.3167713790240514,-0.9512439236540089
