,ticker,maturity,Weight,price,days since last trade,strike,S
0,O:AAPL231215C00065000,0.0007420091324200913,0.011764705882352941,132.3,1,65.0,132.3
1,O:AAPL231215C00070000,0.0007420091324200913,0.4,127.75,2,70.0,127.75
2,O:AAPL231215C00075000,0.0007420091324200913,0.1111111111111111,122.3,3,75.0,122.3
3,O:AAPL231215C00085000,0.0007420091324200913,0.7692307692307693,112.85,1,85.0,112.85
4,O:AAPL231215C00095000,0.0007420091324200913,0.7596153846153846,102.27,2,95.0,102.27
5,O:AAPL231215C00100000,0.0007420091324200913,0.005076142131979695,97.73,1,100.0,97.73
6,O:AAPL231215C00125000,0.0007420091324200913,0.16666666666666666,72.67,1,125.0,72.43
7,O:AAPL231215C00130000,0.0007420091324200913,0.27648578811369506,67.9645,1,130.0,68.13
8,O:AAPL231215C00135000,0.0007420091324200913,0.04878048780487805,62.643,1,135.0,62.78
9,O:AAPL231215C00140000,0.0007420091324200913,0.23316062176165803,57.6289,1,140.0,57.85
10,O:AAPL231215C00145000,0.0007420091324200913,0.13220338983050847,52.6897,1,145.0,52.82
11,O:AAPL231215C00150000,0.0007420091324200913,0.39167686658506734,47.6239,1,150.0,47.25
12,O:AAPL231215C00155000,0.0007420091324200913,0.04639066563576299,42.9741,1,155.0,42.92
13,O:AAPL231215C00160000,0.0007420091324200913,0.03011889035667107,37.6304,1,160.0,37.9
14,O:AAPL231215C00165000,0.0007420091324200913,0.16548582995951416,32.5703,1,165.0,32.87
15,O:AAPL231215C00167500,0.0007420091324200913,0.06,30.18,3,167.5,30.21
16,O:AAPL231215C00170000,0.0007420091324200913,0.071119654012494,27.6366,1,170.0,27.85
17,O:AAPL231215C00172500,0.0007420091324200913,0.1902654867256637,25.4949,1,172.5,25.32
18,O:AAPL231215C00175000,0.0007420091324200913,0.12233832807570978,22.6543,1,175.0,22.83
19,O:AAPL231215C00177500,0.0007420091324200913,0.13578947368421052,19.8431,1,177.5,20.35
20,O:AAPL231215C00180000,0.0007420091324200913,0.08092845880239082,17.694,1,180.0,17.9
