,ticker,maturity,Weight,price,days since last trade,strike,S
0,O:AAPL231103C00050000,0.005479452054794521,0.35714285714285715,122.85,2,50.0,121.35
1,O:AAPL231103C00060000,0.005479452054794521,0.45454545454545453,111.81,2,60.0,111.35
2,O:AAPL231103C00135000,0.005479452054794521,0.010416666666666666,36.3,1,135.0,36.3
3,O:AAPL231103C00138000,0.005479452054794521,0.19047619047619047,33.1525,1,138.0,32.8
4,O:AAPL231103C00139000,0.005479452054794521,0.16666666666666666,32.28,2,139.0,32.28
5,O:AAPL231103C00140000,0.005479452054794521,0.002936857562408223,33.95,2,140.0,33.95
6,O:AAPL231103C00147000,0.005479452054794521,0.020477815699658702,23.8583,1,147.0,23.3
7,O:AAPL231103C00149000,0.005479452054794521,0.014134275618374558,22.575,1,149.0,22.35
8,O:AAPL231103C00150000,0.005479452054794521,0.10307017543859649,21.833,1,150.0,21.3
9,O:AAPL231103C00152500,0.005479452054794521,0.10546875,19.8478,1,152.5,19.55
10,O:AAPL231103C00155000,0.005479452054794521,0.026749462622402676,17.8429,1,155.0,16.43
11,O:AAPL231103C00157500,0.005479452054794521,0.08282828282828283,15.6245,1,157.5,14.09
12,O:AAPL231103C00160000,0.005479452054794521,0.1883350462487153,12.6401,1,160.0,10.95
13,O:AAPL231103C00162500,0.005479452054794521,0.046135044301863735,10.4058,1,162.5,9.38
14,O:AAPL231103C00165000,0.005479452054794521,0.0169829793643621,8.2223,1,165.0,7.36
15,O:AAPL231103C00167500,0.005479452054794521,0.08905277517264899,6.2095,1,167.5,5.64
16,O:AAPL231103C00170000,0.005479452054794521,0.09412820257202671,4.6945,1,170.0,4.05
17,O:AAPL231103C00172500,0.005479452054794521,0.18817241210219193,3.1769,1,172.5,2.69
18,O:AAPL231103C00175000,0.005479452054794521,0.0970103875563565,2.0787,1,175.0,1.55
19,O:AAPL231103C00177500,0.005479452054794521,0.05581918370173489,1.1275,1,177.5,0.79
20,O:AAPL231103C00180000,0.005479452054794521,0.07225452536308145,0.5307,1,180.0,0.37
21,O:AAPL231103C00182500,0.005479452054794521,0.18752258475927303,0.2089,1,182.5,0.17
22,O:AAPL231103C00185000,0.005479452054794521,0.08833451704545454,0.1031,1,185.0,0.07
23,O:AAPL231103C00187500,0.005479452054794521,0.09305317324185249,0.0357,1,187.5,0.04
24,O:AAPL231103C00190000,0.005479452054794521,0.04975557366121028,0.0182,1,190.0,0.02
25,O:AAPL231103C00192500,0.005479452054794521,0.050504461421823056,0.01,1,192.5,0.01
26,O:AAPL231103C00195000,0.005479452054794521,0.00255518103729477,0.01,1,195.0,0.01
27,O:AAPL231103C00197500,0.005479452054794521,0.0008033741715203856,0.01,1,197.5,0.01
28,O:AAPL231103C00200000,0.005479452054794521,0.0010589013898080742,0.01,1,200.0,0.01
29,O:AAPL231103C00205000,0.005479452054794521,0.0008176614881439084,0.01,1,205.0,0.01
30,O:AAPL231103P00130000,0.005479452054794521,0.10865874363327674,0.01,1,130.0,0.01
31,O:AAPL231103P00135000,0.005479452054794521,0.019700551615445233,0.01,1,135.0,0.01
32,O:AAPL231103P00136000,0.005479452054794521,0.00236630383341221,0.01,1,136.0,0.01
33,O:AAPL231103P00137000,0.005479452054794521,0.8216155572176514,0.01,1,137.0,0.01
34,O:AAPL231103P00138000,0.005479452054794521,0.18982695332983743,0.01,1,138.0,0.01
35,O:AAPL231103P00139000,0.005479452054794521,0.24346257889990983,0.0102,1,139.0,0.01
36,O:AAPL231103P00140000,0.005479452054794521,0.04118404118404118,0.0101,1,140.0,0.01
37,O:AAPL231103P00141000,0.005479452054794521,0.0013982102908277406,0.01,1,141.0,0.01
38,O:AAPL231103P00142000,0.005479452054794521,0.05630630630630631,0.02,1,142.0,0.02
39,O:AAPL231103P00143000,0.005479452054794521,0.19245283018867926,0.01,1,143.0,0.02
40,O:AAPL231103P00144000,0.005479452054794521,0.4276827371695179,0.0198,1,144.0,0.02
41,O:AAPL231103P00145000,0.005479452054794521,0.2032501177578898,0.0199,1,145.0,0.02
42,O:AAPL231103P00146000,0.005479452054794521,0.2413223140495868,0.02,1,146.0,0.02
43,O:AAPL231103P00147000,0.005479452054794521,0.11147540983606558,0.0202,1,147.0,0.01
44,O:AAPL231103P00148000,0.005479452054794521,0.23513349514563106,0.0284,1,148.0,0.03
45,O:AAPL231103P00149000,0.005479452054794521,0.2699416342412451,0.0362,1,149.0,0.04
46,O:AAPL231103P00150000,0.005479452054794521,0.12233441338256348,0.0314,1,150.0,0.05
47,O:AAPL231103P00152500,0.005479452054794521,0.08342723916844764,0.055,1,152.5,0.09
48,O:AAPL231103P00155000,0.005479452054794521,0.10071742394750013,0.0986,1,155.0,0.13
49,O:AAPL231103P00157500,0.005479452054794521,0.1446429475175869,0.1753,1,157.5,0.24
50,O:AAPL231103P00160000,0.005479452054794521,0.24030271031326997,0.2651,1,160.0,0.46
51,O:AAPL231103P00162500,0.005479452054794521,0.16754584275307713,0.5427,1,162.5,0.78
52,O:AAPL231103P00165000,0.005479452054794521,0.11606179922272353,0.9772,1,165.0,1.26
53,O:AAPL231103P00167500,0.005479452054794521,0.09967315246746869,1.4728,1,167.5,1.96
54,O:AAPL231103P00170000,0.005479452054794521,0.11767381828953494,2.3368,1,170.0,2.93
55,O:AAPL231103P00172500,0.005479452054794521,0.08775658422843163,3.1611,1,172.5,4.05
56,O:AAPL231103P00175000,0.005479452054794521,0.0335933119233318,4.1527,1,175.0,5.43
57,O:AAPL231103P00177500,0.005479452054794521,0.02699679480284811,6.0729,1,177.5,7.5
58,O:AAPL231103P00180000,0.005479452054794521,0.10343584814992791,7.2461,1,180.0,9.6
59,O:AAPL231103P00182500,0.005479452054794521,0.16288998357963874,9.3316,1,182.5,11.2
60,O:AAPL231103P00185000,0.005479452054794521,0.021009479887266206,13.054,1,185.0,13.5
61,O:AAPL231103P00187500,0.005479452054794521,0.03985507246376811,16.58,1,187.5,16.58
62,O:AAPL231103P00190000,0.005479452054794521,0.020763974066935344,17.0021,1,190.0,19.6
63,O:AAPL231103P00200000,0.005479452054794521,0.4352373290426388,28.1794,1,200.0,29.0
64,O:AAPL231103P00205000,0.005479452054794521,0.016304347826086956,31.4,1,205.0,31.4
65,O:AAPL231110C00145000,0.024657534246575342,0.00425531914893617,25.5,1,145.0,25.5
66,O:AAPL231110C00147000,0.024657534246575342,0.05172413793103448,23.75,1,147.0,23.5
67,O:AAPL231110C00148000,0.024657534246575342,0.06557377049180328,25.95,1,148.0,25.85
68,O:AAPL231110C00150000,0.024657534246575342,0.013786764705882353,23.6093,1,150.0,21.42
69,O:AAPL231110C00152500,0.024657534246575342,0.031914893617021274,20.0133,1,152.5,19.6
70,O:AAPL231110C00155000,0.024657534246575342,0.005763688760806916,17.4543,1,155.0,16.55
71,O:AAPL231110C00157500,0.024657534246575342,0.04983388704318937,16.8267,1,157.5,14.4
72,O:AAPL231110C00160000,0.024657534246575342,0.04287158746208291,13.5384,1,160.0,12.45
73,O:AAPL231110C00162500,0.024657534246575342,0.07256524506683641,10.3531,1,162.5,9.75
74,O:AAPL231110C00165000,0.024657534246575342,0.03072562358276644,9.0617,1,165.0,7.55
75,O:AAPL231110C00167500,0.024657534246575342,0.1868196184010301,7.4394,1,167.5,6.5
76,O:AAPL231110C00170000,0.024657534246575342,0.07535492277206221,5.6401,1,170.0,4.77
77,O:AAPL231110C00172500,0.024657534246575342,0.12256619586027526,3.8244,1,172.5,3.39
78,O:AAPL231110C00175000,0.024657534246575342,0.04588488753607147,2.7755,1,175.0,2.26
79,O:AAPL231110C00177500,0.024657534246575342,0.018073502941729575,1.6251,1,177.5,1.34
80,O:AAPL231110C00180000,0.024657534246575342,0.01777086893606449,0.9802,1,180.0,0.78
81,O:AAPL231110C00182500,0.024657534246575342,0.012455248595060841,0.5201,1,182.5,0.4
82,O:AAPL231110C00185000,0.024657534246575342,0.005455957086391869,0.2769,1,185.0,0.23
83,O:AAPL231110C00187500,0.024657534246575342,0.006363434201748234,0.1375,1,187.5,0.11
84,O:AAPL231110C00190000,0.024657534246575342,0.018017391304347825,0.0751,1,190.0,0.07
85,O:AAPL231110C00192500,0.024657534246575342,0.01372728461236763,0.0468,1,192.5,0.03
86,O:AAPL231110C00195000,0.024657534246575342,0.015445747612638595,0.0316,1,195.0,0.02
87,O:AAPL231110C00197500,0.024657534246575342,0.045714285714285714,0.0208,1,197.5,0.02
88,O:AAPL231110C00200000,0.024657534246575342,0.07522543901281442,0.0198,1,200.0,0.02
89,O:AAPL231110C00202500,0.024657534246575342,0.11954765751211632,0.0134,1,202.5,0.01
90,O:AAPL231110C00205000,0.024657534246575342,0.013986013986013986,0.01,1,205.0,0.01
91,O:AAPL231110C00207500,0.024657534246575342,0.16393442622950818,0.01,2,207.5,0.01
92,O:AAPL231110P00110000,0.024657534246575342,0.36,0.01,2,110.0,0.01
93,O:AAPL231110P00120000,0.024657534246575342,0.6516129032258065,0.01,1,120.0,0.01
94,O:AAPL231110P00125000,0.024657534246575342,0.05730659025787966,0.01,1,125.0,0.01
95,O:AAPL231110P00130000,0.024657534246575342,0.05202312138728324,0.0178,1,130.0,0.03
96,O:AAPL231110P00135000,0.024657534246575342,0.059009483667017915,0.0275,1,135.0,0.04
97,O:AAPL231110P00140000,0.024657534246575342,0.00444500889001778,0.0463,1,140.0,0.06
98,O:AAPL231110P00145000,0.024657534246575342,0.11310439091064411,0.089,1,145.0,0.11
99,O:AAPL231110P00146000,0.024657534246575342,0.012603215993046502,0.1,1,146.0,0.1
100,O:AAPL231110P00147000,0.024657534246575342,0.03577512776831346,0.101,1,147.0,0.13
101,O:AAPL231110P00148000,0.024657534246575342,0.0768526989935956,0.1311,1,148.0,0.14
102,O:AAPL231110P00149000,0.024657534246575342,0.08051628764597418,0.1609,1,149.0,0.17
103,O:AAPL231110P00150000,0.024657534246575342,0.2389996834441279,0.1569,1,150.0,0.2
104,O:AAPL231110P00152500,0.024657534246575342,0.056879829031727766,0.2032,1,152.5,0.32
105,O:AAPL231110P00155000,0.024657534246575342,0.1946923860300725,0.3238,1,155.0,0.44
106,O:AAPL231110P00157500,0.024657534246575342,0.0975384259794291,0.4743,1,157.5,0.63
107,O:AAPL231110P00160000,0.024657534246575342,0.1115268127561019,0.7076,1,160.0,0.93
108,O:AAPL231110P00162500,0.024657534246575342,0.04016766366163956,1.0902,1,162.5,1.37
109,O:AAPL231110P00165000,0.024657534246575342,0.10475529631155539,1.4946,1,165.0,1.94
110,O:AAPL231110P00167500,0.024657534246575342,0.05331016014329544,2.1722,1,167.5,2.64
111,O:AAPL231110P00170000,0.024657534246575342,0.026227891785296113,2.8066,1,170.0,3.65
112,O:AAPL231110P00172500,0.024657534246575342,0.025919605443027797,3.8451,1,172.5,4.83
113,O:AAPL231110P00175000,0.024657534246575342,0.004783816593174064,4.9708,1,175.0,6.1
114,O:AAPL231110P00177500,0.024657534246575342,0.002341849880800443,5.9139,1,177.5,7.65
115,O:AAPL231110P00180000,0.024657534246575342,0.002394848333889389,7.9989,1,180.0,10.0
116,O:AAPL231110P00182500,0.024657534246575342,0.0011174712145073226,9.4922,1,182.5,11.42
117,O:AAPL231110P00185000,0.024657534246575342,0.0005204082839536837,13.7118,1,185.0,13.75
118,O:AAPL231110P00190000,0.024657534246575342,0.004429678848283499,18.5217,1,190.0,19.62
119,O:AAPL231110P00195000,0.024657534246575342,0.0024390243902439024,24.05,1,195.0,24.05
