,ticker,maturity,Weight,price,days since last trade,strike,S
58,O:AAPL230602C00152500,0.030136986301369864,0.38095238095238093,22.15,3,152.5,22.15
59,O:AAPL230602C00155000,0.030136986301369864,0.12220309810671257,19.5807,3,155.0,19.55
60,O:AAPL230602C00157500,0.030136986301369864,0.002044989775051125,17.35,3,157.5,17.35
61,O:AAPL230602C00160000,0.030136986301369864,0.058383233532934134,14.5692,3,160.0,14.67
62,O:AAPL230602C00162500,0.030136986301369864,0.0070921985815602835,11.9654,3,162.5,11.85
63,O:AAPL230602C00165000,0.030136986301369864,0.004482675066634359,9.8861,3,165.0,9.83
64,O:AAPL230602C00167500,0.030136986301369864,0.043912175648702596,7.5133,3,167.5,7.52
65,O:AAPL230602C00170000,0.030136986301369864,0.01249830646253895,5.3613,3,170.0,5.47
66,O:AAPL230602C00172500,0.030136986301369864,0.014363684153563091,3.5525,3,172.5,3.53
67,O:AAPL230602C00175000,0.030136986301369864,0.05741161533461978,2.0438,3,175.0,1.97
68,O:AAPL230602C00177500,0.030136986301369864,0.019159985882115666,1.0252,3,177.5,1.03
69,O:AAPL230602C00180000,0.030136986301369864,0.014921323928377646,0.4458,3,180.0,0.45
70,O:AAPL230602C00182500,0.030136986301369864,0.005044343577507071,0.1856,3,182.5,0.2
71,O:AAPL230602C00185000,0.030136986301369864,0.007224455678063926,0.0868,3,185.0,0.1
72,O:AAPL230602C00187500,0.030136986301369864,0.024155974482115976,0.0521,3,187.5,0.06
73,O:AAPL230602C00190000,0.030136986301369864,0.06270732039805517,0.0321,3,190.0,0.05
74,O:AAPL230602C00192500,0.030136986301369864,0.04576245672136083,0.02,3,192.5,0.02
75,O:AAPL230602C00195000,0.030136986301369864,0.00635862653666808,0.0247,3,195.0,0.03
76,O:AAPL230602C00200000,0.030136986301369864,0.003839122486288848,0.0157,3,200.0,0.02
77,O:AAPL230602C00202500,0.030136986301369864,0.005837608349548912,0.01,3,202.5,0.01
78,O:AAPL230602C00205000,0.030136986301369864,0.01950078003120125,0.01,3,205.0,0.01
79,O:AAPL230602C00220000,0.030136986301369864,0.0005564830272676684,0.01,3,220.0,0.01
80,O:AAPL230602C00230000,0.030136986301369864,0.008333333333333333,0.01,3,230.0,0.01
81,O:AAPL230602P00120000,0.030136986301369864,0.6428571428571429,0.01,3,120.0,0.01
82,O:AAPL230602P00125000,0.030136986301369864,0.004901960784313725,0.01,3,125.0,0.01
83,O:AAPL230602P00130000,0.030136986301369864,0.02252252252252252,0.0187,3,130.0,0.01
84,O:AAPL230602P00135000,0.030136986301369864,0.06903200925568839,0.0199,3,135.0,0.02
85,O:AAPL230602P00140000,0.030136986301369864,0.6476987447698744,0.0229,3,140.0,0.02
86,O:AAPL230602P00145000,0.030136986301369864,0.0244672454617206,0.0363,3,145.0,0.04
87,O:AAPL230602P00150000,0.030136986301369864,0.04880382775119617,0.0559,3,150.0,0.07
88,O:AAPL230602P00152500,0.030136986301369864,0.024774253299374854,0.0793,3,152.5,0.06
89,O:AAPL230602P00155000,0.030136986301369864,0.25261396905060646,0.0844,3,155.0,0.1
90,O:AAPL230602P00157500,0.030136986301369864,0.09557273366127898,0.1089,3,157.5,0.12
91,O:AAPL230602P00160000,0.030136986301369864,0.03475020145044319,0.1483,3,160.0,0.16
92,O:AAPL230602P00162500,0.030136986301369864,0.023925453324378777,0.2061,3,162.5,0.22
93,O:AAPL230602P00165000,0.030136986301369864,0.04610370938368638,0.3301,3,165.0,0.35
94,O:AAPL230602P00167500,0.030136986301369864,0.07730954134003205,0.5289,3,167.5,0.51
95,O:AAPL230602P00170000,0.030136986301369864,0.04214458149673917,0.9193,3,170.0,0.88
96,O:AAPL230602P00172500,0.030136986301369864,0.0603797441227525,1.5503,3,172.5,1.5
97,O:AAPL230602P00175000,0.030136986301369864,0.025636967039692714,2.5475,3,175.0,2.52
98,O:AAPL230602P00177500,0.030136986301369864,0.0006300748419333983,4.0107,3,177.5,3.7
99,O:AAPL230602P00180000,0.030136986301369864,0.0014934926392148496,6.158,3,180.0,6.1
100,O:AAPL230602P00182500,0.030136986301369864,0.0024986614313760487,8.2825,3,182.5,7.55
