,ticker,maturity,Weight,price,days since last trade,strike,S
0,O:AAPL231124C00160000,0.010958904109589041,0.21904761904761905,31.6065,3,160.0,31.33
1,O:AAPL231124C00165000,0.010958904109589041,0.05379746835443038,26.4476,3,165.0,25.85
2,O:AAPL231124C00167500,0.010958904109589041,0.1794871794871795,23.9886,3,167.5,24.2
3,O:AAPL231124C00170000,0.010958904109589041,0.2054380664652568,21.6649,3,170.0,20.54
4,O:AAPL231124C00172500,0.010958904109589041,0.038461538461538464,19.2524,3,172.5,19.05
5,O:AAPL231124C00175000,0.010958904109589041,0.07947301317467063,16.5829,3,175.0,15.51
6,O:AAPL231124C00177500,0.010958904109589041,0.05281828931809224,13.9855,3,177.5,14.25
7,O:AAPL231124C00180000,0.010958904109589041,0.0511544227886057,11.5708,3,180.0,10.56
8,O:AAPL231124C00182500,0.010958904109589041,0.06095398902490502,8.9826,3,182.5,7.78
9,O:AAPL231124C00185000,0.010958904109589041,0.04001800117700004,6.5265,3,185.0,5.41
10,O:AAPL231124C00187500,0.010958904109589041,0.049929419974940124,4.2175,3,187.5,3.25
11,O:AAPL231124C00190000,0.010958904109589041,0.1563222303846912,2.1596,3,190.0,1.48
12,O:AAPL231124C00192500,0.010958904109589041,0.26335020270536613,0.822,3,192.5,0.55
13,O:AAPL231124C00195000,0.010958904109589041,0.29158252853380157,0.242,3,195.0,0.15
14,O:AAPL231124C00197500,0.010958904109589041,0.21721343310634111,0.0729,3,197.5,0.08
15,O:AAPL231124C00200000,0.010958904109589041,0.15833307436526928,0.0285,3,200.0,0.04
16,O:AAPL231124C00202500,0.010958904109589041,0.34797630799605134,0.0118,3,202.5,0.03
17,O:AAPL231124C00205000,0.010958904109589041,0.8423164137449852,0.01,3,205.0,0.01
18,O:AAPL231124C00207500,0.010958904109589041,0.010869565217391304,0.01,3,207.5,0.01
19,O:AAPL231124C00210000,0.010958904109589041,0.053864168618266976,0.01,3,210.0,0.01
20,O:AAPL231124C00265000,0.010958904109589041,0.14634146341463414,0.01,3,265.0,0.01
21,O:AAPL231124P00125000,0.010958904109589041,0.012619467384244224,0.01,3,125.0,0.01
22,O:AAPL231124P00135000,0.010958904109589041,0.018982536066818528,0.01,3,135.0,0.01
23,O:AAPL231124P00140000,0.010958904109589041,0.0030823425803610744,0.01,3,140.0,0.01
