,ticker,maturity,Weight,price,days since last trade,strike,S
0,O:AAPL230915C00065000,0.00821917808219178,0.040310077519379844,111.2327,1,65.0,113.65
1,O:AAPL230915C00070000,0.00821917808219178,0.058333333333333334,106.6929,1,70.0,109.65
2,O:AAPL230915C00075000,0.00821917808219178,0.08814589665653495,101.2966,1,75.0,103.8
3,O:AAPL230915C00080000,0.00821917808219178,0.02681992337164751,96.55,1,80.0,96.4
4,O:AAPL230915C00090000,0.00821917808219178,0.04854368932038835,87.955,1,90.0,89.7
5,O:AAPL230915C00095000,0.00821917808219178,0.003067484662576687,80.21,1,95.0,80.21
6,O:AAPL230915C00100000,0.00821917808219178,0.020460358056265986,77.25,1,100.0,79.2
7,O:AAPL230915C00115000,0.00821917808219178,0.00641025641025641,62.45,1,115.0,62.45
8,O:AAPL230915C00120000,0.00821917808219178,0.004830917874396135,56.3667,1,120.0,57.5
9,O:AAPL230915C00130000,0.00821917808219178,0.0009794319294809011,46.6,1,130.0,46.6
10,O:AAPL230915C00135000,0.00821917808219178,0.050833995234312944,42.225,1,135.0,43.1
11,O:AAPL230915C00140000,0.00821917808219178,0.024691358024691357,37.2337,1,140.0,39.7
12,O:AAPL230915C00145000,0.00821917808219178,0.059713375796178345,31.4367,1,145.0,34.56
13,O:AAPL230915C00150000,0.00821917808219178,0.01095290251916758,26.8741,1,150.0,29.74
14,O:AAPL230915C00152500,0.00821917808219178,0.05555555555555555,24.0733,1,152.5,25.8
15,O:AAPL230915C00155000,0.00821917808219178,0.12660944206008584,21.4093,1,155.0,25.05
16,O:AAPL230915C00157500,0.00821917808219178,0.2699055330634278,19.4652,1,157.5,22.25
17,O:AAPL230915C00160000,0.00821917808219178,0.09908105560791707,16.9926,1,160.0,20.0
18,O:AAPL230915C00162500,0.00821917808219178,0.13168724279835392,14.4425,1,162.5,17.15
19,O:AAPL230915C00165000,0.00821917808219178,0.5357539513028621,10.7633,1,165.0,14.85
20,O:AAPL230915C00167500,0.00821917808219178,0.25176848874598073,9.5789,1,167.5,12.45
21,O:AAPL230915C00170000,0.00821917808219178,0.11089591851373647,7.2099,1,170.0,9.2
22,O:AAPL230915C00172500,0.00821917808219178,0.11336802345545313,4.8815,1,172.5,7.5
23,O:AAPL230915C00175000,0.00821917808219178,0.06058031417586532,2.9046,1,175.0,5.35
24,O:AAPL230915C00177500,0.00821917808219178,0.2158397338013082,1.7926,1,177.5,3.44
25,O:AAPL230915C00180000,0.00821917808219178,0.24472578231735084,1.1159,1,180.0,1.99
26,O:AAPL230915C00182500,0.00821917808219178,0.2891252691631587,0.5259,1,182.5,1.05
