,additional_underlyings,cfi,contract_type,correction,exercise_style,expiration_date,primary_exchange,shares_per_contract,strike_price,ticker,underlying_ticker,maturity,volume,price,daysFromLastTrade
0,,OPASPS,put,,american,2023-04-21,BATO,100,110,O:AAPL230421P00110000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,115,O:AAPL230421P00115000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,120,O:AAPL230421P00120000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,125,O:AAPL230421P00125000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,130,O:AAPL230421P00130000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,135,O:AAPL230421P00135000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,140,O:AAPL230421P00140000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,143,O:AAPL230421P00143000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,144,O:AAPL230421P00144000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,145,O:AAPL230421P00145000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,146,O:AAPL230421P00146000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,147,O:AAPL230421P00147000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,148,O:AAPL230421P00148000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,149,O:AAPL230421P00149000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,150,O:AAPL230421P00150000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,152.5,O:AAPL230421P00152500,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,155,O:AAPL230421P00155000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,157.5,O:AAPL230421P00157500,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,160,O:AAPL230421P00160000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,162.5,O:AAPL230421P00162500,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,165,O:AAPL230421P00165000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,167.5,O:AAPL230421P00167500,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,170,O:AAPL230421P00170000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,172.5,O:AAPL230421P00172500,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,175,O:AAPL230421P00175000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,177.5,O:AAPL230421P00177500,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,180,O:AAPL230421P00180000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,182.5,O:AAPL230421P00182500,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,185,O:AAPL230421P00185000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,190,O:AAPL230421P00190000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,195,O:AAPL230421P00195000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,200,O:AAPL230421P00200000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,205,O:AAPL230421P00205000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,210,O:AAPL230421P00210000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,215,O:AAPL230421P00215000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,220,O:AAPL230421P00220000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,225,O:AAPL230421P00225000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,230,O:AAPL230421P00230000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,235,O:AAPL230421P00235000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,240,O:AAPL230421P00240000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,245,O:AAPL230421P00245000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,250,O:AAPL230421P00250000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,255,O:AAPL230421P00255000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,260,O:AAPL230421P00260000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,265,O:AAPL230421P00265000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,270,O:AAPL230421P00270000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,275,O:AAPL230421P00275000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,280,O:AAPL230421P00280000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,290,O:AAPL230421P00290000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-21,BATO,100,300,O:AAPL230421P00300000,AAPL,0.0684931506849315,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,50,O:AAPL230428P00050000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,55,O:AAPL230428P00055000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,60,O:AAPL230428P00060000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,65,O:AAPL230428P00065000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,70,O:AAPL230428P00070000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,75,O:AAPL230428P00075000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,80,O:AAPL230428P00080000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,85,O:AAPL230428P00085000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,90,O:AAPL230428P00090000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,95,O:AAPL230428P00095000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,100,O:AAPL230428P00100000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,105,O:AAPL230428P00105000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,110,O:AAPL230428P00110000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,115,O:AAPL230428P00115000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,120,O:AAPL230428P00120000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,125,O:AAPL230428P00125000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,130,O:AAPL230428P00130000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,135,O:AAPL230428P00135000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,136,O:AAPL230428P00136000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,137,O:AAPL230428P00137000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,138,O:AAPL230428P00138000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,139,O:AAPL230428P00139000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,140,O:AAPL230428P00140000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,141,O:AAPL230428P00141000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,142,O:AAPL230428P00142000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,143,O:AAPL230428P00143000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,144,O:AAPL230428P00144000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,145,O:AAPL230428P00145000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,146,O:AAPL230428P00146000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,147,O:AAPL230428P00147000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,148,O:AAPL230428P00148000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,149,O:AAPL230428P00149000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,150,O:AAPL230428P00150000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,152.5,O:AAPL230428P00152500,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,155,O:AAPL230428P00155000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,157.5,O:AAPL230428P00157500,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,160,O:AAPL230428P00160000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,162.5,O:AAPL230428P00162500,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,165,O:AAPL230428P00165000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,167.5,O:AAPL230428P00167500,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,170,O:AAPL230428P00170000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,172.5,O:AAPL230428P00172500,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,175,O:AAPL230428P00175000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,177.5,O:AAPL230428P00177500,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,180,O:AAPL230428P00180000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,182.5,O:AAPL230428P00182500,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,185,O:AAPL230428P00185000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,187.5,O:AAPL230428P00187500,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,190,O:AAPL230428P00190000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,195,O:AAPL230428P00195000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,200,O:AAPL230428P00200000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,205,O:AAPL230428P00205000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,210,O:AAPL230428P00210000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,215,O:AAPL230428P00215000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,220,O:AAPL230428P00220000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,225,O:AAPL230428P00225000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,230,O:AAPL230428P00230000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,235,O:AAPL230428P00235000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,240,O:AAPL230428P00240000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,245,O:AAPL230428P00245000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-04-28,BATO,100,250,O:AAPL230428P00250000,AAPL,0.08767123287671233,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,50,O:AAPL230505P00050000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,60,O:AAPL230505P00060000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,65,O:AAPL230505P00065000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,70,O:AAPL230505P00070000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,75,O:AAPL230505P00075000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,80,O:AAPL230505P00080000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,85,O:AAPL230505P00085000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,90,O:AAPL230505P00090000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,95,O:AAPL230505P00095000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,100,O:AAPL230505P00100000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,105,O:AAPL230505P00105000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,110,O:AAPL230505P00110000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,115,O:AAPL230505P00115000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,120,O:AAPL230505P00120000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,125,O:AAPL230505P00125000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,130,O:AAPL230505P00130000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,135,O:AAPL230505P00135000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,140,O:AAPL230505P00140000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,141,O:AAPL230505P00141000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,142,O:AAPL230505P00142000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,143,O:AAPL230505P00143000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,144,O:AAPL230505P00144000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,145,O:AAPL230505P00145000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,146,O:AAPL230505P00146000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,147,O:AAPL230505P00147000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,148,O:AAPL230505P00148000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,149,O:AAPL230505P00149000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,150,O:AAPL230505P00150000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,152.5,O:AAPL230505P00152500,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,155,O:AAPL230505P00155000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,157.5,O:AAPL230505P00157500,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,160,O:AAPL230505P00160000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,162.5,O:AAPL230505P00162500,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,165,O:AAPL230505P00165000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,167.5,O:AAPL230505P00167500,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,170,O:AAPL230505P00170000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,172.5,O:AAPL230505P00172500,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,175,O:AAPL230505P00175000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,177.5,O:AAPL230505P00177500,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,180,O:AAPL230505P00180000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,182.5,O:AAPL230505P00182500,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,185,O:AAPL230505P00185000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,187.5,O:AAPL230505P00187500,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,190,O:AAPL230505P00190000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,195,O:AAPL230505P00195000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,200,O:AAPL230505P00200000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,205,O:AAPL230505P00205000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,210,O:AAPL230505P00210000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,215,O:AAPL230505P00215000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,220,O:AAPL230505P00220000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,225,O:AAPL230505P00225000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,230,O:AAPL230505P00230000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,235,O:AAPL230505P00235000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,240,O:AAPL230505P00240000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,245,O:AAPL230505P00245000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-05,BATO,100,250,O:AAPL230505P00250000,AAPL,0.10684931506849316,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,50,O:AAPL230519P00050000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,55,O:AAPL230519P00055000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,60,O:AAPL230519P00060000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,65,O:AAPL230519P00065000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,70,O:AAPL230519P00070000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,75,O:AAPL230519P00075000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,80,O:AAPL230519P00080000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,85,O:AAPL230519P00085000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,90,O:AAPL230519P00090000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,95,O:AAPL230519P00095000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,100,O:AAPL230519P00100000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,105,O:AAPL230519P00105000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,110,O:AAPL230519P00110000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,115,O:AAPL230519P00115000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,120,O:AAPL230519P00120000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,125,O:AAPL230519P00125000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,130,O:AAPL230519P00130000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,135,O:AAPL230519P00135000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,140,O:AAPL230519P00140000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,145,O:AAPL230519P00145000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,150,O:AAPL230519P00150000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,155,O:AAPL230519P00155000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,160,O:AAPL230519P00160000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,165,O:AAPL230519P00165000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,170,O:AAPL230519P00170000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,175,O:AAPL230519P00175000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,180,O:AAPL230519P00180000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,185,O:AAPL230519P00185000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,190,O:AAPL230519P00190000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,195,O:AAPL230519P00195000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,200,O:AAPL230519P00200000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,205,O:AAPL230519P00205000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,210,O:AAPL230519P00210000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,215,O:AAPL230519P00215000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,220,O:AAPL230519P00220000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,225,O:AAPL230519P00225000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,230,O:AAPL230519P00230000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,235,O:AAPL230519P00235000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,240,O:AAPL230519P00240000,AAPL,0.14520547945205478,3180,0.5475,19442
0,,OPASPS,put,,american,2023-05-19,BATO,100,245,O:AAPL230519P00245000,AAPL,0.14520547945205478,3180,0.5475,19442
